nachname;vorname;geburtsjahr;partei;wahlkreis;bundesland;landeslistePlatz;jahr
Methfessel;Dirk Udo;1982;DIE LINKE;175;Hessen;10;2017
Metz;Martin;1983;GRÜNE;98;Nordrhein-Westfalen;16;2017
Metzler;Jan;1981;CDU;206;Rheinland-Pfalz;6;2017
Metzler;Günter Eitel Walter;1944;EB: Metzler 195; 195;;;2017
Metzulat;Dennis;1981;DiB;;Baden-Württemberg;;2017
Meurer;Dignanllely;1990;GRÜNE;;Nordrhein-Westfalen;;2017
Mevius;André;1968;Die PARTEI;;Schleswig-Holstein;;2017
Mewes;Inga;1978;DiB;;Hamburg;;2017
Meyer;Christoph;1975;FDP;80;Berlin;1;2017
Meyer;Barbara;1978;MLPD;;Hessen;;2017
Meyer;Sabine;1961;CDU;;Niedersachsen;;2017
Meyer;Marek;1994;SPD;;Niedersachsen;;2017
Meyer;Maria;1954;MLPD;;Schleswig-Holstein;;2017
Meyer;Juliane;1986;SPD;;Brandenburg;;2017
Meyer;Jens Gerd;1957;SPD;;Schleswig-Holstein;;2017
Meyer;Sylvia;1963;GRÜNE;102;;;2017
Meyer-Kasai;Leona;1987;BüSo;82;Berlin;6;2017
Miah;Shahabuddin;1956;GRÜNE;146;Nordrhein-Westfalen;33;2017
Miazga;Corinna;1983;AfD;;Bayern;;2017
Michaelis;Axel Reinhard;1965;NPD;;Bayern;;2017
Michaelsen;Swantje;1979;GRÜNE;41;Niedersachsen;13;2017
Michel;Ute Martha;1969;GRÜNE;46;Niedersachsen;21;2017
Dr. h. c. Michelbach;Hans Georg;1949;CSU;238;Bayern;15;2017
Michelmann;Grit;1983;GRÜNE;72;Sachsen-Anhalt;3;2017
Michlbauer;Matthäus Josef;1966;BüSo;;Bayern;;2017
Michler;Stefan;1977;BGE;;Berlin;;2017
Mickmann;Jens-Peter;1976;FDP;;Bremen;;2017
Dr. Middelberg;Mathias;1964;CDU;39;Niedersachsen;5;2017
Miehlke;Eckhard;1943;EB: Miehlke 192; 192;;;2017
Dr. Miersch;Matthias;1968;SPD;47;Niedersachsen;3;2017
Mieruch;Mario;1975;AfD;124;Nordrhein-Westfalen;12;2017
Miesner;Natalia Janette;1996;NPD;;Niedersachsen;;2017
Mihalic;Irene;1976;GRÜNE;123;Nordrhein-Westfalen;5;2017
Mijatovic;Boris;1974;GRÜNE;168;Hessen;6;2017
Milisenda;Eva;1977;SPD;;Rheinland-Pfalz;;2017
Millen;Marvin;1994;DIE LINKE;;Nordrhein-Westfalen;;2017
Miller;Friedhild Anni;1969;EB: Miller 260; 260;;;2017
Mindrup;Klaus;1964;SPD;76;Berlin;4;2017
Minkus;Helmut Anton;1952;MLPD;;Bremen;;2017
Miraß;Heiko Fred Max;1967;SPD;16;Mecklenburg-Vorpommern;4;2017
Miro;Antonietta;1995;Die PARTEI;82;Berlin;73;2017
Mirow;Sahra;1984;DIE LINKE;274;Baden-Württemberg;9;2017
Misch;Thomas;1957;FREIE WÄHLER;;Schleswig-Holstein;;2017
Misini;Lucie;1979;DIE LINKE;100;;;2017
Misselhorn;Sebastian;1997;DIE LINKE;222;Bayern;16;2017
Mithöfer;Karsten;1976;V-Partei³;;Niedersachsen;;2017
Mittag;Susanne;1958;SPD;28;Niedersachsen;2;2017
Mix;Stefan;1963;SPD;;Nordrhein-Westfalen;;2017
Möbius;Gabriele;1968;Tierschutzpartei;;Bayern;;2017
Möbius;Bernd;1959;GRÜNE;7;;;2017
Möckel;Michael;1979;CDU;;Brandenburg;;2017
Mock-Hofeditz;Kerstin;1966;GRÜNE;;Schleswig-Holstein;;2017
Mohamed Ali;Amira;1980;DIE LINKE;27;Niedersachsen;5;2017
Mohr;Markus;1984;AfD;87;;;2017
Mohrhardt;Carsten;1975;CDU;;Baden-Württemberg;;2017
Möhring;Cornelia;1960;DIE LINKE;7;Schleswig-Holstein;1;2017
Möhring;Maximilian;1991;PIRATEN;88;;;2017
Möhrmann;Lutz;1963;BGE;;Baden-Württemberg;;2017
Mohrs;Falko;1984;SPD;51;Niedersachsen;19;2017
Mohr-Simeonidis;Ingeborg;1950;DIE LINKE;149;Nordrhein-Westfalen;17;2017
Mohs;Hubertus;1939;BüSo;258;;;2017
Mohs;Christoph;1971;BüSo;259;;;2017
Mölders;Martin;1958;FDP;192;Thüringen;6;2017
Moll;Claudia;1968;SPD;88;Nordrhein-Westfalen;38;2017
Dr. Moll;Herbert;1954;FDP;;Saarland;;2017
Möll;Volker;1964;GRÜNE;51;;;2017
Möller;Lüder;1949;MLPD;11;Schleswig-Holstein;5;2017
Möller;Siemtje;1983;SPD;26;Niedersachsen;18;2017
Möller;Wilko;1966;AfD;;Brandenburg;;2017
Möller;Michael;1974;ÖDP;;Schleswig-Holstein;;2017
Möller;Felix;1986;GRÜNE;179;;;2017
Möller-Neustock;Antje;1961;SPD;;Schleswig-Holstein;;2017
Mollik;Jürgen;1951;EB: Mollik 144; 144;;;2017
Molter;Martin;1975;Die PARTEI;;Mecklenburg-Vorpommern;;2017
Monstadt;Dietrich;1957;CDU;12;Mecklenburg-Vorpommern;3;2017
Monz;Robert Oliver Florian Walter Josef Mohamed;1985;Die PARTEI;;Bayern;;2017
Moors;Jochen Wilhelm;1978;Tierschutzpartei;;Nordrhein-Westfalen;;2017
Morassi;Marion;1963;DIE LINKE;198;;;2017
Morawetz;Jana Esther;1965;Gesundheitsforschung;;Nordrhein-Westfalen;;2017
Morawski;Tobias;1984;Die PARTEI;;Berlin;;2017
Mordhorst;Uwe;1958;BGE;;Thüringen;;2017
Morgenroth;Jan Boris;1975;NPD;;Thüringen;;2017
Morgenstern;Meik;1985;DM;;Niedersachsen;;2017
Möring;Karsten;1949;CDU;93;Nordrhein-Westfalen;42;2017
Moritz;Karina;1980;CDU;;Hessen;;2017
Mörl;Ingo;1967;PIRATEN;;Baden-Württemberg;;2017
Morro Costa;Enrico;1986;V-Partei³;;Baden-Württemberg;;2017
Mörseburg;Maximilian;1992;CDU;;Baden-Württemberg;;2017
Mortler;Marlene;1955;CSU;246;Bayern;9;2017
Mosblech;Volker;1955;CDU;116;Nordrhein-Westfalen;52;2017
Mosca Spatz;Alexander;1994;SPD;247;Bayern;42;2017
Moschner;Markus Georg;1973;FREIE WÄHLER;43;;;2017
Mosel;Tanita Christin;1996;V-Partei³;;Bayern;;2017
Moseler;Christa;1960;ÖDP;;Rheinland-Pfalz;;2017
Moser;Moritz;1997;SPD;;Saarland;;2017
Moser;Ingeborg;1961;DM;;Baden-Württemberg;;2017
Moser;Anneliese;1958;FDP;;Rheinland-Pfalz;;2017
Moshammer;David Daniel;1988;V-Partei³;;Bayern;;2017
Mosler;Guido Mario;1967;BGE;;Nordrhein-Westfalen;;2017
Mosmann;Thomas;1972;Tierschutzallianz;;Baden-Württemberg;;2017
Moss;Leona;1963;DM;;Berlin;;2017
van der Most;Karin;1963;FDP;103;Nordrhein-Westfalen;44;2017
Mothes;Käty;1993;DIE LINKE;;Sachsen;;2017
Motschmann;Elisabeth Charlotte;1952;CDU;54;Bremen;1;2017
Movassat;Niema;1984;DIE LINKE;117;Nordrhein-Westfalen;6;2017
Mpanu-Mpanu-Plato;Nzimbu;1964;CDU;;Baden-Württemberg;;2017
Mrosek;Andreas;1958;AfD;70;Sachsen-Anhalt;4;2017
Mrotzeck;Dirk;1966;FDP;295;Baden-Württemberg;24;2017
Mueller;Alexander Hermann;1963;Die Humanisten;;Nordrhein-Westfalen;;2017
Mühlenweg;Siegfried;1950;FDP;133;Nordrhein-Westfalen;51;2017
Mühlmann;Alexander;1971;Die PARTEI;209;Rheinland-Pfalz;3;2017
Müller;Maurice Benjamin;1983;GRÜNE;55;Bremen;2;2017
Müller;Alexander;1969;FDP;178;Hessen;6;2017
Müller;Sascha;1970;GRÜNE;245;Bayern;16;2017
Müller;Claudia;1981;GRÜNE;15;Mecklenburg-Vorpommern;1;2017
Müller;Hansjörg Gerhard Georg;1968;AfD;225;Bayern;6;2017
Müller;Moritz Alexander;1992;GRÜNE;188;Hessen;10;2017
Müller;Sascha;1986;FREIE WÄHLER;197;Rheinland-Pfalz;5;2017
Müller;Thomas;1954;ÖDP;240;Bayern;3;2017
Müller;Wilhelm Dieter;1955;AfD;296;Saarland;2;2017
Dr. Müller;Gerhard (Gerd);1955;CSU;256;Bayern;5;2017
Müller;Norbert;1986;DIE LINKE;61;Brandenburg;4;2017
Müller;Stefan;1975;CSU;242;Bayern;11;2017
Müller;Sepp;1989;CDU;70;Sachsen-Anhalt;6;2017
Müller;Detlef;1964;SPD;162;Sachsen;4;2017
Müller;Bettina;1959;SPD;175;Hessen;8;2017
Müller;Carsten;1970;CDU;50;Niedersachsen;8;2017
Müller;Matthias;1981;Die PARTEI;;Berlin;;2017
Müller;Elke;1971;CDU;;Nordrhein-Westfalen;;2017
Müller;Lisa;1994;Tierschutzpartei;;Sachsen;;2017
Müller;Joachim Stefan;1973;PIRATEN;;Hessen;;2017
Müller;Clemens Carl;1993;Die PARTEI;;Sachsen;;2017
Müller;Eckhard;1954;V-Partei³;;Nordrhein-Westfalen;;2017
Müller;Ella;1986;GRÜNE;;Baden-Württemberg;;2017
Dr. Müller;Kai;1974;CDU;;Rheinland-Pfalz;;2017
Müller;Karolin;1987;SPD;;Brandenburg;;2017
Müller;Antonia;1995;SPD;;Brandenburg;;2017
Müller;Klaus;1952;Volksabstimmung;;Nordrhein-Westfalen;;2017
Müller;Felix;1975;BGE;;Baden-Württemberg;;2017
Müller;Regina;1962;Volksabstimmung;;Nordrhein-Westfalen;;2017
Müller;Dunja;1979;Volksabstimmung;;Nordrhein-Westfalen;;2017
Dr. Müller;Johannes;1969;NPD;;Sachsen;;2017
Müller;Johannes Alexander;1992;GRÜNE;;Hamburg;;2017
Müller;Bernd;1978;DKP;;Brandenburg;;2017
Müller;Timo;1991;GRÜNE;178;;;2017
Müller;Brigitte;1941;DKP;58;;;2017
Müller;Andreas Werner;1992;Die PARTEI;199;;;2017
Müller;Peter;1961;AfD;114;;;2017
Müller;Olaf;1963;GRÜNE;191;;;2017
Müller;Edmund;1969;EB: Müller 61; 61;;;2017
Müller;Axel;1963;CDU;294;;;2017
Müller;Alexander;1979;BP;219;;;2017
Müller-Böhm;Roman;1992;FDP;117;Nordrhein-Westfalen;18;2017
Müller-Gemmeke;Beate;1960;GRÜNE;289;Baden-Württemberg;7;2017
Müller-Horn;Kai Michael;1944;EB: Müller-Horn 109; 109;;;2017
Müller-Rosentritt;Frank;1982;FDP;162;Sachsen;3;2017
Müller-Späth;Henning;1954;FREIE WÄHLER;143;;;2017
Müllner;Lorena;1998;DIE LINKE;280;;;2017
Multermann;Joachim;1969;AfD;130;;;2017
Mültin;Manuel;1986;DIE RECHTE;;Baden-Württemberg;;2017
Multusch;Oliver Markus;1968;AfD;212;;;2017
Münch-Steinbuch;Monika;1948;DKP;;Baden-Württemberg;;2017
Münder;Raimund Michael;1952;DKP;;Bayern;;2017
Dr. Mundt;Lothar;1940;AfD;81;;;2017
Munir-Muuß;Alexandra Helga;1969;V-Partei³;;Hessen;;2017
Müntefering;Michelle;1980;SPD;141;Nordrhein-Westfalen;30;2017
Münz;Volker;1964;AfD;263;Baden-Württemberg;8;2017
Münzenmaier;Sebastian;1989;AfD;205;Rheinland-Pfalz;1;2017
Münzing;David;1977;PIRATEN;;Baden-Württemberg;;2017
Musah;Mohammed;1982;MLPD;;Mecklenburg-Vorpommern;;2017
Musil;Michael;1947;GRÜNE;204;;;2017
Muth;Martin;1989;Die PARTEI;;Sachsen;;2017
Mutlu;Özcan;1968;GRÜNE;75;Berlin;4;2017
Dr. Mützenich;Rolf;1959;SPD;95;Nordrhein-Westfalen;60;2017
Mzyk;Agnieszka Monika;1976;DM;;Bayern;;2017
Nahles;Andrea;1970;SPD;198;Rheinland-Pfalz;1;2017
Nahlob;Ralf;1981;AfD;;Sachsen;;2017
Nahouli;Doreen;1969;DM;;Berlin;;2017
Nährig;Janina Daniela;1980;V-Partei³;;Hamburg;;2017
Nan;Christian;1959;DM;;Baden-Württemberg;;2017
Napp;Stephanie;1986;Die PARTEI;;Mecklenburg-Vorpommern;;2017
Nasdala;Dirk;1966;FREIE WÄHLER;;Sachsen;;2017
Nass;Michael;1963;SPD;;Hessen;;2017
Nastic;Zaklin;1980;DIE LINKE;20;Hamburg;2;2017
Natke;Stefan;1958;DKP;;Berlin;;2017
Natterer;Christian;1981;CDU;;Baden-Württemberg;;2017
Naumann;Felix;1990;BGE;;Nordrhein-Westfalen;;2017
Naumann;Lisa-Marie;1995;Tierschutzpartei;;Bayern;;2017
Navel;Hermann;1948;AfD;89;;;2017
Nazarenus-Vetter;Albina;1974;CDU;;Hessen;;2017
Neama;Nadi Habib;1993;Gesundheitsforschung;;Nordrhein-Westfalen;;2017
Nebel;Arjuna;1983;DiB;;Nordrhein-Westfalen;;2017
Nedden;Astrid Verena;1967;BGE;;Nordrhein-Westfalen;;2017
Nedog;Jonny;1954;AfD;180;;;2017
Nehls;Michael;1961;AfD;56;Brandenburg;12;2017
Nejedlo;Stefanie;1981;CSU;;Bayern;;2017
Nelson;Jürgen Emil;1960;SPD;;Rheinland-Pfalz;;2017
Nerb;Sarah;1982;SPD;;Bayern;;2017
Nestle;Ingrid;1977;GRÜNE;3;Schleswig-Holstein;3;2017
Netzel;Olaf;1979;Tierschutzpartei;;Brandenburg;;2017
Dr. Neu;Alexander;1969;DIE LINKE;97;Nordrhein-Westfalen;10;2017
Neuberger;Gerhard;1978;Die PARTEI;;Baden-Württemberg;;2017
Neubert;Jens Henry;1965;FDP;49;Niedersachsen;28;2017
Neubert;Frank;1970;NPD;;Thüringen;;2017
Neubert;Falk;1974;DIE LINKE;161;;;2017
Neubert;Gunther;1958;PIRATEN;90;;;2017
Neudert;Thomas;1975;FDP;214;Bayern;45;2017
Neudorfer;Reinhard;1946;DIE LINKE;264;;;2017
Dr. Neuendorf;Dieter;1953;AfD;77;;;2017
Neuhof;Anna;1952;GRÜNE;197;Rheinland-Pfalz;13;2017
Neuhoff;Torsten;1969;CDU;;Bremen;;2017
Prof. Dr. Neumann;Martin;1956;FDP;65;Brandenburg;2;2017
Dr. Neumann;Hannah;1984;GRÜNE;86;Berlin;7;2017
Neumann;Christoph;1964;AfD;152;Sachsen;11;2017
Neumann;Andrea;1967;DIE LINKE;;Saarland;;2017
Neumann;Matthias Thomas;1959;BGE;;Brandenburg;;2017
Neumann;Eveline Juliana;1949;SPD;;Brandenburg;;2017
Neumann;Sebastian Jerry;1991;DIE LINKE;134;;;2017
Neumann;Bernhard;1985;BP;222;;;2017
Neumeister;Annika;1987;GRÜNE;147;Nordrhein-Westfalen;21;2017
Neumeyer;Richard Alexander Michael;1969;DM;;Bayern;;2017
Neuner;Andreas Helmut;1968;FDP;246;Bayern;52;2017
Ney;Michael Erwin Walter;1969;DIE LINKE;;Sachsen-Anhalt;;2017
Ney;Thomas;1986;PIRATEN;58;;;2017
Dr. Ngassa;Emmanuel Anyangwe;1966;FREIE WÄHLER;169;;;2017
Nguyên;Franz;1963;BP;;Bayern;;2017
Nianur;Narziss;1964;MLPD;19;Hamburg;3;2017
Dr. Nick;Ophelia;1973;GRÜNE;105;Nordrhein-Westfalen;15;2017
Dr. Nick;Andreas;1967;CDU;204;Rheinland-Pfalz;12;2017
Dr. Nickel;Jörg;1967;GRÜNE;;Schleswig-Holstein;;2017
Nickel;Sabine;1967;V-Partei³;;Nordrhein-Westfalen;;2017
Nicklaus;Matthias Heribert;1982;Tierschutzpartei;;Bayern;;2017
Nicolaisen;Petra;1965;CDU;1;;;2017
Nicolay;Johannes;1972;V-Partei³;;Rheinland-Pfalz;;2017
Niecke;Antonia Alwine Gisela;1991;CDU;;Hamburg;;2017
Nieder;Achim;1960;AfD;;Niedersachsen;;2017
Nieder-Kassebaum;Thomas Andreas;1966;DM;;Bremen;;2017
Niedermann;Ulrich Otto;1957;ÖDP;;Schleswig-Holstein;;2017
Niedermeier;Andreas;1982;FREIE WÄHLER;;Bayern;;2017
Dr. Niedostadek;Oliver;1974;FDP;130;Nordrhein-Westfalen;50;2017
Niegisch;Joachim;1959;MLPD;55;Bremen;7;2017
Nielsen;Jennifer;1994;V-Partei³;;Hamburg;;2017
Niemann;Sara Inge;1972;SPD;;Niedersachsen;;2017
Niemann;Ferdinand;1992;DIE LINKE;112;;;2017
Niemeyer;Ralph;1969;SPD;;Baden-Württemberg;;2017
Nienaber;Bernhard;1994;V-Partei³;;Baden-Württemberg;;2017
Niermann;Guido;1964;CDU;;Nordrhein-Westfalen;;2017
Nierstenhöfer;Anke;1974;MLPD;41;;;2017
Niesen;Albert;1959;EB: Niesen 203; 203;;;2017
Nietan;Dietmar;1964;SPD;90;Nordrhein-Westfalen;9;2017
Niggemann;Klaus;1962;AfD;;Hessen;;2017
Niklaus;Jens;1973;SPD;104;Nordrhein-Westfalen;49;2017
Niklaus;Andreas;1961;SGP;75;Berlin;3;2017
Nissen;Ulrike;1959;SPD;183;Hessen;6;2017
Nißlein;Roswitha;1956;BGE;;Bayern;;2017
Nitsch;Gabriele;1964;CDU;;Nordrhein-Westfalen;;2017
Nitsche;Evelyn;1956;AfD;72;;;2017
Dr. Nitzsche;Thomas;1975;FDP;;Thüringen;;2017
Nölke;Matthias;1980;FDP;168;Hessen;8;2017
Noll;Michaela;1959;CDU;104;Nordrhein-Westfalen;4;2017
Nolte;Jan Ralf;1988;AfD;167;Hessen;4;2017
Nolte;Benjamin Dominik;1982;AfD;;Bayern;;2017
Nolte;Alexander;1988;SPD;;Nordrhein-Westfalen;;2017
Nord;Thomas Hans;1957;DIE LINKE;63;Brandenburg;2;2017
Normann;Johannes Gerhard;1968;AfD;;Bayern;;2017
Nossem;Angelo;1966;DM;;Nordrhein-Westfalen;;2017
Nothdurft;Michael;1958;BGE;;Baden-Württemberg;;2017
Dr. von Notz;Konstantin;1971;GRÜNE;10;Schleswig-Holstein;2;2017
Nouripour;Omid;1975;GRÜNE;183;Hessen;2;2017
Nowack;Hubert;1961;GRÜNE;285;Baden-Württemberg;38;2017
Nowak;Rainer;1950;FREIE WÄHLER;53;Niedersachsen;3;2017
Nowak;Helmut;1941;CDU;101;Nordrhein-Westfalen;38;2017
Nowak;Janus;1978;NPD;;Baden-Württemberg;;2017
Nowak;Rita Magdalena;1957;GRÜNE;122;;;2017
Nowak;Siegfried;1958;DIE LINKE;137;;;2017
Nufer;Frank;1968;Die PARTEI;;Berlin;;2017
Nürnberger;Jörg;1967;SPD;239;Bayern;23;2017
Nuss;Shanna;1966;DIE EINHEIT;208;;;2017
Nussbaum;Herbert;1958;MLPD;106;;;2017
Nusser;Dennis;1996;FDP;274;Baden-Württemberg;21;2017
Dr. Nüßlein;Georg;1969;CSU;255;;;2017
Nützel;Harald;1976;Die PARTEI;31;;;2017
Nyga;Carsten Jens;1966;PIRATEN;;Nordrhein-Westfalen;;2017
Obenauer;Lennart;1994;Die PARTEI;289;;;2017
Oberbäumer;Lena;1979;Die PARTEI;132;;;2017
Oberhäuser;Petra;1970;CSU;;Bayern;;2017
Oberheim;Andreas Martin;1983;Die Humanisten;;Nordrhein-Westfalen;;2017
Obermeier;Julia Stephanie;1984;CSU;;Bayern;;2017
Obradovic;Sinisa;1974;AfD;;Hessen;;2017
Ochotzki;Andreas;1965;V-Partei³;;Bremen;;2017
Ochotzki;Regina Gisela;1973;V-Partei³;;Bremen;;2017
Ochsenfahrt;Ralf;1963;FREIE WÄHLER;136;;;2017
Oehler;André;1972;GRÜNE;163;Sachsen;10;2017
Oehme;Bernhard Ulrich;1960;AfD;163;Sachsen;7;2017
Oellers;Wilfried;1975;CDU;89;Nordrhein-Westfalen;53;2017
Oertel;Beate;1957;FDP;145;Nordrhein-Westfalen;43;2017
Oettler;Frank;1966;MLPD;68;Sachsen-Anhalt;2;2017
von Olberg;Robert;1988;SPD;129;Nordrhein-Westfalen;33;2017
Olschenka;Uwe;1957;ÖDP;264;Baden-Württemberg;14;2017
Onayli;Sabine;1964;DiB;;Baden-Württemberg;;2017
Öner;Merve Gizem;1992;MLPD;;Niedersachsen;;2017
Dr. Onken;Holger;1971;DIE LINKE;26;;;2017
Önümlü;Mehmet;1994;ADD;;Nordrhein-Westfalen;;2017
Oppelt;Maximilian;1986;CDU;41;Niedersachsen;29;2017
Oppermann;Thomas;1954;SPD;53;Niedersachsen;1;2017
Oppermann;Simone;1966;Tierschutzpartei;;Niedersachsen;;2017
Orkunoglu;Temel;1952;MLPD;;Hessen;;2017
Orth;Joachim;1955;FREIE WÄHLER;100;Nordrhein-Westfalen;2;2017
Orth;Regina;1954;MLPD;;Hessen;;2017
Ortleb;Josephine Loulou;1986;SPD;296;Saarland;2;2017
Osowski;Andreas;1993;Die PARTEI;;Berlin;;2017
Ossenkopp;Stephan;1969;BüSo;79;Berlin;4;2017
Oßner;Florian;1980;CSU;228;;;2017
Ossowski;Dieter;1958;Die PARTEI;;Berlin;;2017
Ostendorff;Friedrich;1953;GRÜNE;127;Nordrhein-Westfalen;12;2017
Oster;Josef;1971;CDU;199;Rheinland-Pfalz;14;2017
Oster;Hartmut;1964;GRÜNE;137;;;2017
Osterkamp-Andresen;Wilfried Karl;1952;GRÜNE;;Schleswig-Holstein;;2017
Osterkamp-Weber;Ilona Hilda;1976;GRÜNE;;Bremen;;2017
Österle;Michael;1980;NPD;;Baden-Württemberg;;2017
Osterloh;Claas Donat;1998;FREIE WÄHLER;41;Niedersachsen;7;2017
Osterloh;Michael;1971;FREIE WÄHLER;32;;;2017
Dr. Ostermann;Tim;1979;CDU;133;Nordrhein-Westfalen;16;2017
Ostheim;Thomas;1979;BGE;;Baden-Württemberg;;2017
Ostrowski;Rupert;1958;AfD;45;;;2017
Ötinger;Stev;1976;FDP;12;Mecklenburg-Vorpommern;5;2017
Ott;Florian Philipp;1988;FDP;114;Nordrhein-Westfalen;31;2017
Ott;Sigrid;1961;DiB;;Baden-Württemberg;;2017
Otte;Henning;1968;CDU;44;Niedersachsen;11;2017
Otten;Gerold Joachim;1955;AfD;221;Bayern;8;2017
Otterbein;Andreas;1968;CSU;;Bayern;;2017
Otti;Andreas;1968;AfD;78;;;2017
Otto;Ralf;1957;BGE;;Bayern;;2017
Otto;Birgit;1957;CDU;;Hessen;;2017
Overdiek;Markus;1993;EB: Overdiek 129; 129;;;2017
Özdemir;Cem;1965;GRÜNE;258;Baden-Württemberg;2;2017
Özdemir;Mahmut;1987;SPD;116;Nordrhein-Westfalen;63;2017
Özkan;Tevfik;1988;SPD;33;Niedersachsen;27;2017
Özkan;Aslan;1980;FREIE WÄHLER;23;;;2017
Özo_uz;Aydan Saliha;1967;SPD;22;Hamburg;1;2017
Öztoprak;Gülay;1953;MLPD;291;;;2017
Öztürk;Muhammet Tarik;1989;ADD;;Nordrhein-Westfalen;;2017
Paetz;Tobias;1987;SPD;;Rheinland-Pfalz;;2017
Paetz;Lasse;1989;BGE;;Nordrhein-Westfalen;;2017
Dr. Pagel;Armin Lienhard;1947;FREIE WÄHLER;15;Mecklenburg-Vorpommern;5;2017
Pahlmann;Ingrid;1957;CDU;45;Niedersachsen;13;2017
Paliwoda;Claudia Simone;1961;DKP;;Bremen;;2017
Pangritz;Holger Dirk;1968;V-Partei³;;Niedersachsen;;2017
Pankratz;Ewald;1956;DM;;Baden-Württemberg;;2017
Dr. Pannes;Anna-Tina;1982;FDP;105;Nordrhein-Westfalen;21;2017
Pannhorst;Ingrid;1955;ÖDP;;Rheinland-Pfalz;;2017
Pantel;Sylvia;1961;CDU;107;Nordrhein-Westfalen;44;2017
Panter;Roland Christoph;1973;GRÜNE;47;Niedersachsen;18;2017
Dr. Papadopulos;Ilias;1954;BüSo;157;;;2017
Pape;Christian;1974;EB: Pape 83; 83;;;2017
Papst-Dippel;Claudia;1963;AfD;;Hessen;;2017
Prof. Dr. Paqué;Karl-Heinz;1956;FDP;69;;;2017
Partes;Kurt;1953;DM;;Thüringen;;2017
Paschke;Markus Alfred Josef;1963;SPD;25;Niedersachsen;15;2017
Paschke;Manuel;1992;DIE LINKE;28;;;2017
Pasemann;Frank;1960;AfD;69;Sachsen-Anhalt;2;2017
Pastörs;Udo;1952;NPD;15;Mecklenburg-Vorpommern;1;2017
Patzelt;Martin Maria Otto Felix;1947;CDU;63;Brandenburg;10;2017
Dr. Pätzold;Martin;1984;CDU;86;Berlin;7;2017
Patzwaldt;Rudolf Gerhard Hans;1952;BP;;Bayern;;2017
Pau;Petra;1963;DIE LINKE;85;Berlin;1;2017
Paul;Helmut Peter Heinz;1947;FREIE WÄHLER;168;Hessen;13;2017
Paul;Heinz;1964;BGE;;Mecklenburg-Vorpommern;;2017
Paul;Sebastian;1980;Die PARTEI;;Nordrhein-Westfalen;;2017
Paul;Kirsten;1972;Tierschutzallianz;;Sachsen-Anhalt;;2017
Paul;Andreas Michael;1978;AfD;27;;;2017
Pauli;Karl-Heinz;1953;MLPD;294;Baden-Württemberg;25;2017
Paulig;David Andreas;1993;V-Partei³;;Niedersachsen;;2017
Pauls;Jan;1984;SPD;202;Rheinland-Pfalz;14;2017
Paulsen;Hans-Joachim;1958;MLPD;;Schleswig-Holstein;;2017
Paulus;Jutta;1967;GRÜNE;;Rheinland-Pfalz;;2017
Pauly;Michèl;1985;DIE LINKE;37;Niedersachsen;6;2017
Pauly;Siegfried;1974;NPD;;Baden-Württemberg;;2017
Pauly;Rose-Felicitas;1938;FDP;;Hamburg;;2017
Paus;Elisabeth (Lisa);1968;GRÜNE;80;Berlin;1;2017
Paustian-Döscher;Dennis;1980;GRÜNE;22;Hamburg;6;2017
Pawlak;Peter;1944;DM;;Hessen;;2017
Pawlik;Natalie;1992;SPD;177;Hessen;14;2017
Pazderski;Georg;1951;AfD;76;;;2017
Pecher;Mario;1962;SPD;165;Sachsen;10;2017
Pektas;Deniz;1968;MLPD;;Hessen;;2017
Pellmann;Sören;1977;DIE LINKE;153;;;2017
Pelzel;Johannes;1947;BGE;;Rheinland-Pfalz;;2017
Pengel;Kevin;1991;Die PARTEI;;Brandenburg;;2017
Penkert;Katharina Andrea;1987;DIE LINKE;202;;;2017
von Pentz;Conrad-Lüder Joachim;1948;MLPD;26;Niedersachsen;8;2017
von Pentz;Dorit Emmy Beate;1950;EB: von Pentz 24; 24;;;2017
von Pentz;Dorit Emmy Beate;1950;MLPD;;Niedersachsen;;2017
Perera;Gabriele;1962;V-Partei³;;Nordrhein-Westfalen;;2017
Perli;Victor Angelo;1982;DIE LINKE;49;Niedersachsen;4;2017
Pernsteiner;Peter Alexander;1959;FDP;213;Bayern;38;2017
Pesch;Franz;1961;AfD;91;;;2017
Peschke;Sandra;1977;DIE LINKE;;Thüringen;;2017
Peter;Norbert Alois Sebastian;1965;ÖDP;232;;;2017
Petereit;David Norbert;1981;NPD;17;Mecklenburg-Vorpommern;4;2017
Peterek;Iris;1958;FREIE WÄHLER;206;Rheinland-Pfalz;6;2017
Peterka;Tobias Matthias;1982;AfD;237;Bayern;11;2017
Peters;Manuela;1957;BGE;;Schleswig-Holstein;;2017
Petersen;Katrin;1987;SPD;;Schleswig-Holstein;;2017
Petersen;Thies;1980;SPD;;Schleswig-Holstein;;2017
Petersen;Jens Karl;1976;Die PARTEI;;Nordrhein-Westfalen;;2017
Petrulat;Jörg;1966;ÖDP;;Schleswig-Holstein;;2017
Dr. Petry;Frauke;1975;AfD;158;Sachsen;1;2017
Petry;Christian;1965;SPD;298;Saarland;3;2017
Petry;Manfred;1953;FREIE WÄHLER;;Rheinland-Pfalz;;2017
Petzold;Harald Alfred;1962;DIE LINKE;58;Brandenburg;6;2017
Petzold;Peter Paul;1979;Die PARTEI;57;;;2017
Peukert;Pascale;1962;CDU;;Baden-Württemberg;;2017
